book,day,word,meaning
워드마스터 수능 2000,Day 21,pill,알약
워드마스터 수능 2000,Day 21,immune,"면역성의, 면제된"
워드마스터 수능 2000,Day 21,raw,"날것의, 가공하지 않은"
워드마스터 수능 2000,Day 21,superior,"우월한, 상사"
워드마스터 수능 2000,Day 21,string,"끈, 줄, 일련"
워드마스터 수능 2000,Day 21,cope,"대처하다, 잘 처리하다"
워드마스터 수능 2000,Day 21,loan,"대출, 대출금, 대출하다"
워드마스터 수능 2000,Day 21,obedient,"순종하는, 유순한"
워드마스터 수능 2000,Day 21,procedure,"절차, 과정"
워드마스터 수능 2000,Day 21,bond,"결속, 속박, 계약, 채권"
워드마스터 수능 2000,Day 21,angle,"각도, 모서리"
워드마스터 수능 2000,Day 21,subtle,"미묘한, 교묘한"
워드마스터 수능 2000,Day 21,depict,"묘사하다, 그리다"
워드마스터 수능 2000,Day 21,radical,"과격한, 급진적인, 근본적인, 급진주의자"
워드마스터 수능 2000,Day 21,caution,"조심, 주의, 주의를 주다"
워드마스터 수능 2000,Day 21,persist,"고집하다, 지속하다"
워드마스터 수능 2000,Day 21,reverse,"역(逆), 반대, 역의, 반대의, 뒤바꾸다"
워드마스터 수능 2000,Day 21,cattle,(집합적) 소
워드마스터 수능 2000,Day 21,therapy,"치료, 요법"
워드마스터 수능 2000,Day 22,experience,"경험, 체험, 경험하다"
워드마스터 수능 2000,Day 22,strategy,전략
워드마스터 수능 2000,Day 22,attract,(주의·흥미 등을) 끌다
워드마스터 수능 2000,Day 22,hence,"그러므로, 지금부터"
워드마스터 수능 2000,Day 22,architecture,"건축, 건축물"
워드마스터 수능 2000,Day 22,territory,"영토, 영역"
워드마스터 수능 2000,Day 22,wilderness,"황무지, 황야"
워드마스터 수능 2000,Day 22,category,범주
워드마스터 수능 2000,Day 22,funeral,"장례식, 장례의"
워드마스터 수능 2000,Day 22,prefer,선호하다
워드마스터 수능 2000,Day 22,outcome,결과
워드마스터 수능 2000,Day 22,humiliation,"창피함, 굴욕"
워드마스터 수능 2000,Day 22,ban,"금지하다, 금지"
워드마스터 수능 2000,Day 22,flush,"(얼굴이) 붉어지다, 물이 쏟아져 나오다"
워드마스터 수능 2000,Day 22,omit,"생략하다, 빼다"
워드마스터 수능 2000,Day 22,despair,"절망, 절망하다"
워드마스터 수능 2000,Day 22,alert,"기민한, 경계하는, 경계 태세, 경고하다"
워드마스터 수능 2000,Day 22,compact,"소형의, 조밀한, 꽉 채우다"
워드마스터 수능 2000,Day 22,likewise,"마찬가지로, 게다가"
워드마스터 수능 2000,Day 22,astonish,놀라게 하다
워드마스터 수능 2000,Day 22,panic,"갑작스런 공포, 공황, 공황적인"
워드마스터 수능 2000,Day 22,optimistic,"낙관적인, 낙천적인"
워드마스터 수능 2000,Day 22,murder,"살인, 살인하다"
워드마스터 수능 2000,Day 22,fundamental,"근본적인, 기본적인, 근본"
워드마스터 수능 2000,Day 22,loyal,"충성스러운, 성실한"
워드마스터 수능 2000,Day 22,humid,"(날씨가) 습기 있는, 눅눅한"
워드마스터 수능 2000,Day 22,pretend,"~인 척하다, 주장하다"
워드마스터 수능 2000,Day 22,graduate,"졸업하다, 졸업생, 대학원 학생"
워드마스터 수능 2000,Day 22,delicate,섬세한
워드마스터 수능 2000,Day 22,inflate,"부풀리다, 과장하다, (물가 등을) 인상하다"
워드마스터 수능 2000,Day 22,adequate,적당한
워드마스터 수능 2000,Day 22,physician,"의사, 내과 의사"
워드마스터 수능 2000,Day 22,joint,"공동의, 연합의, 이음매, 관절"
워드마스터 수능 2000,Day 22,via,"~을 거쳐서[경유해서], ~에 의하여"
워드마스터 수능 2000,Day 22,passage,"통로, 통과, (인용문의) 한 절"
워드마스터 수능 2000,Day 22,vessel,"(물건을 담는) 용기, 배, 선박, 혈관"
워드마스터 수능 2000,Day 22,restore,"회복하다, 복구하다, 돌려주다"
워드마스터 수능 2000,Day 22,passive,"수동적인, 수동형의"
워드마스터 수능 2000,Day 22,marble,"대리석, 구슬, 대리석의"
워드마스터 수능 2000,Day 22,classify,분류하다
워드마스터 수능 2000,Day 23,prepare,준비하다
워드마스터 수능 2000,Day 23,transaction,"거래, 처리"
워드마스터 수능 2000,Day 23,sufficient,충분한
워드마스터 수능 2000,Day 23,stable,"안정된, 마구간"
워드마스터 수능 2000,Day 23,concern,"관련되다, 걱정하게 하다, 걱정, 관심사"
워드마스터 수능 2000,Day 23,sympathy,"동정, 공감"
워드마스터 수능 2000,Day 23,principal,"주요한, 제1의, (단체의) 장, 주역"
워드마스터 수능 2000,Day 23,by-product,부산물
워드마스터 수능 2000,Day 23,anxiety,"걱정, 불안, 열망"
워드마스터 수능 2000,Day 23,edible,"먹을 수 있는, 식용의"
워드마스터 수능 2000,Day 23,federal,"연방의, 연합의"
워드마스터 수능 2000,Day 23,suffer,"고통받다, 겪다"
워드마스터 수능 2000,Day 23,trivial,사소한
워드마스터 수능 2000,Day 23,tablet,"<의학＞ 정제, 알약, (평평한) 판"
워드마스터 수능 2000,Day 23,trade,"교환하다, 무역"
워드마스터 수능 2000,Day 23,liquid,"액체, 액체의"
워드마스터 수능 2000,Day 23,contend,"싸우다, 주장하다, 경쟁하다"
워드마스터 수능 2000,Day 23,anticipate,"예상하다, 기대하다"
워드마스터 수능 2000,Day 23,outlook,"전망, 조망"
워드마스터 수능 2000,Day 23,desert,"사막, 사막의, 불모의 버리다, 도주하다"
워드마스터 수능 2000,Day 23,infinite,무한한
워드마스터 수능 2000,Day 23,roam,"배회하다, 돌아다니다"
워드마스터 수능 2000,Day 23,decent,"제대로 된, 품위 있는"
워드마스터 수능 2000,Day 23,behalf,"이익, 자기편"
워드마스터 수능 2000,Day 23,distortion,"왜곡, 찌그러뜨림"
워드마스터 수능 2000,Day 23,bud,"싹, 싹트다"
워드마스터 수능 2000,Day 23,symbolic,상징적인
워드마스터 수능 2000,Day 23,municipal,"지방(자치제)의, 시의"
워드마스터 수능 2000,Day 23,phenomenon,"현상, 사건, 비범한 인물"
워드마스터 수능 2000,Day 23,devote,(노력·시간 등을) 바치다
워드마스터 수능 2000,Day 23,peasant,"농민, 소작농"
워드마스터 수능 2000,Day 23,diminish,감소하다
워드마스터 수능 2000,Day 23,jealous,질투하는
워드마스터 수능 2000,Day 23,exclude,"배제하다, 제외하다"
워드마스터 수능 2000,Day 23,flexible,"융통성 있는, 유연한"
워드마스터 수능 2000,Day 23,tenant,"세입자, 주민"
워드마스터 수능 2000,Day 23,worthwhile,~할 가치가 있는
워드마스터 수능 2000,Day 23,pavement,"보도, 포장도로"
워드마스터 수능 2000,Day 23,nominate,"(후보자로) 지명[추천]하다, 임명하다"
워드마스터 수능 2000,Day 23,sacred,"신성한, 성스러운"
워드마스터 수능 2000,Day 24,support,"지지하다, 받치다, 부양하다, 지지, 지탱함, 부양"
워드마스터 수능 2000,Day 24,revise,개정하다
워드마스터 수능 2000,Day 24,suggest,"제안하다, 암시하다"
워드마스터 수능 2000,Day 24,control,"지배하다, 제어하다, 지배, 제어"
워드마스터 수능 2000,Day 24,mammal,포유동물
워드마스터 수능 2000,Day 24,internal,내부의
워드마스터 수능 2000,Day 24,resent,"분개하다, 화를 내다"
워드마스터 수능 2000,Day 24,abrupt,갑작스러운
워드마스터 수능 2000,Day 24,diverse,"다른, 다양한"
워드마스터 수능 2000,Day 24,refine,"정제하다, 개선하다"
워드마스터 수능 2000,Day 24,dynamic,"동적인, 역학의"
워드마스터 수능 2000,Day 24,nerve,신경
워드마스터 수능 2000,Day 24,prompt,"즉각적인, 신속한, 촉구하다, 자극하다"
워드마스터 수능 2000,Day 24,suspend,"매달다, 중지하다"
워드마스터 수능 2000,Day 24,industry,"산업, 공업"
워드마스터 수능 2000,Day 24,iceberg,빙산
워드마스터 수능 2000,Day 24,monetary,화폐의
워드마스터 수능 2000,Day 24,superb,"최고의, 훌륭한"
워드마스터 수능 2000,Day 24,gloom,"어둠, 우울"
워드마스터 수능 2000,Day 24,distraction,"주의 산만, (정신을) 산만하게 하는 것, 기분 전환"
워드마스터 수능 2000,Day 24,collapse,"무너지다, 붕괴하다, 붕괴"
워드마스터 수능 2000,Day 24,trigger,"촉발하다, 유발하다, 방아쇠, 계기"
워드마스터 수능 2000,Day 24,martial,"전쟁의, 군대의"
워드마스터 수능 2000,Day 24,monologue,독백
워드마스터 수능 2000,Day 24,deliberate,"의도적인, 신중한, 숙고하다"
워드마스터 수능 2000,Day 24,plot,"줄거리, 음모, 음모를 꾸미다"
워드마스터 수능 2000,Day 24,rod,"막대기, 회초리"
워드마스터 수능 2000,Day 24,partial,부분적인
워드마스터 수능 2000,Day 24,mutual,"서로의, 공통의"
워드마스터 수능 2000,Day 24,priceless,대단히 귀중한
워드마스터 수능 2000,Day 24,fate,운명
워드마스터 수능 2000,Day 24,pursue,"추구하다, 쫓다"
워드마스터 수능 2000,Day 24,Atlantic,"대서양, 대서양의"
워드마스터 수능 2000,Day 24,weird,"이상한, 기묘한"
워드마스터 수능 2000,Day 24,booth,"칸막이한 공간, 부스, 노점"
워드마스터 수능 2000,Day 24,prescribe,"규정하다, (약을) 처방하다"
워드마스터 수능 2000,Day 24,erupt,"분출하다, 폭발하다"
워드마스터 수능 2000,Day 24,insult,"모욕하다, 모욕"
워드마스터 수능 2000,Day 24,gaze,"뚫어지게 보다, 응시하다"
워드마스터 수능 2000,Day 24,supreme,최고의
워드마스터 수능 2000,Day 25,context,"전후 관계, 맥락, 문맥"
워드마스터 수능 2000,Day 25,complete,"완전한, 완벽한, 완료된, 완료하다"
워드마스터 수능 2000,Day 25,race,"경주[경쟁]하다, 질주하다, 경주, 경쟁, 인종"
워드마스터 수능 2000,Day 25,dominate,지배하다
워드마스터 수능 2000,Day 25,vehicle,"탈것, 운송 수단"
워드마스터 수능 2000,Day 25,complain,"불평하다, 항의하다"
워드마스터 수능 2000,Day 25,brochure,"소책자, 브로셔"
워드마스터 수능 2000,Day 25,force,"힘, 영향력, 강요하다"
워드마스터 수능 2000,Day 25,nest,"둥지, 보금자리, 둥지를 틀다, (둥지에서) 살다"
워드마스터 수능 2000,Day 25,gain,"얻다, 이익"
워드마스터 수능 2000,Day 25,curriculum,"교육 과정, 커리큘럼"
워드마스터 수능 2000,Day 25,sew,"꿰매다, 바느질하다"
워드마스터 수능 2000,Day 25,masculine,"남자의, 남자다운"
워드마스터 수능 2000,Day 25,frown,"눈살을 찌푸리다, 찡그린 얼굴"
워드마스터 수능 2000,Day 25,astound,놀라게 하다
워드마스터 수능 2000,Day 25,dictator,"독재자, 구술하는 사람"
워드마스터 수능 2000,Day 25,assessment,"평가, 판단"
워드마스터 수능 2000,Day 25,crucial,"중대한, 결정적인"
워드마스터 수능 2000,Day 25,paralysis,마비
워드마스터 수능 2000,Day 25,deck,갑판
워드마스터 수능 2000,Day 25,cheer,"환호, 갈채, 환호[성원]하다"
워드마스터 수능 2000,Day 25,miserable,"비참한, 불쌍한"
워드마스터 수능 2000,Day 25,tease,"괴롭히다, 약올리다"
워드마스터 수능 2000,Day 25,aggressive,"공격적인, 적극적인"
워드마스터 수능 2000,Day 25,cure,"치료하다, 해결하다, 치유, 회복"
워드마스터 수능 2000,Day 25,attribute,"~의 결과로 여기다, 속성"
워드마스터 수능 2000,Day 25,foster,"육성하다, 촉진시키다, 수양의, 위탁의"
워드마스터 수능 2000,Day 25,psychologist,심리학자
워드마스터 수능 2000,Day 25,postpone,"연기하다, 뒤로 미루다"
워드마스터 수능 2000,Day 25,rob,"훔치다, 강탈하다"
워드마스터 수능 2000,Day 25,abuse,"남용, 욕설, 학대, 남용하다, 학대하다"
워드마스터 수능 2000,Day 25,unemployed,"실업의, 실직한"
워드마스터 수능 2000,Day 25,breakdown,"고장, 쇠약"
워드마스터 수능 2000,Day 25,disguise,"변장하다, 숨기다, 변장, 은폐"
워드마스터 수능 2000,Day 25,blueprint,청사진
워드마스터 수능 2000,Day 25,rear,"뒤, 뒤의, 후방의 기르다"
워드마스터 수능 2000,Day 25,output,"생산(량), 산출(량)"
워드마스터 수능 2000,Day 25,sermon,설교
워드마스터 수능 2000,Day 25,sprout,"싹이 트다, 자라나다, 싹"
워드마스터 수능 2000,Day 25,tin,"양철, 주석"
워드마스터 수능 2000,Day 26,reform,"개혁, 개혁하다"
워드마스터 수능 2000,Day 26,deal,"다루다, 대처하다, 거래"
워드마스터 수능 2000,Day 26,recruit,"모집하다, 징집하다, 신병, 신입사원"
워드마스터 수능 2000,Day 26,maintain,"유지하다, 지지하다"
워드마스터 수능 2000,Day 26,workshop,"워크숍, 작업장, 연구 집회"
워드마스터 수능 2000,Day 26,patient,"환자, 인내심 있는"
워드마스터 수능 2000,Day 26,convention,"집회, 총회, 관습"
워드마스터 수능 2000,Day 26,devastate,황폐시키다
워드마스터 수능 2000,Day 26,reap,수확하다
워드마스터 수능 2000,Day 26,overlook,"간과하다, 너그럽게 봐주다, 내려다보다"
워드마스터 수능 2000,Day 26,deliver,"배달하다, 전달하다"
워드마스터 수능 2000,Day 26,reject,"거부하다, 거절하다"
워드마스터 수능 2000,Day 26,nourish,"영양분을 주다, 기르다"
워드마스터 수능 2000,Day 26,bay,만(灣)
워드마스터 수능 2000,Day 26,stun,"놀라게 하다, 기절시키다"
워드마스터 수능 2000,Day 26,particular,"특정한, 개개의, 사항, 상세"
워드마스터 수능 2000,Day 26,bulletin,"게시, 게시물"
워드마스터 수능 2000,Day 26,fluid,"유동체 (액체·기체의 총칭), 유동체의, 유동적인"
워드마스터 수능 2000,Day 26,affair,"사건, 일"
워드마스터 수능 2000,Day 26,dawn,"새벽, 이해되기 시작하다, 날이 새다"
워드마스터 수능 2000,Day 26,hostile,적대적인
워드마스터 수능 2000,Day 26,characteristic,"특징, 특색, 독특한, 특징적인"
워드마스터 수능 2000,Day 26,respect,"존중하다, 존경, 관련"
워드마스터 수능 2000,Day 26,await,기다리다
워드마스터 수능 2000,Day 26,concrete,"구체적인, 콘크리트"
워드마스터 수능 2000,Day 26,lease,"임대, 임대하다"
워드마스터 수능 2000,Day 26,racial,인종의
워드마스터 수능 2000,Day 26,variable,"변수, 변하기 쉬운, 변덕스러운"
워드마스터 수능 2000,Day 26,satisfy,"만족시키다, 충족시키다"
워드마스터 수능 2000,Day 26,rule,"지배, 규칙, 지배하다, 통치하다"
워드마스터 수능 2000,Day 26,perseverance,인내심
워드마스터 수능 2000,Day 26,fatal,치명적인
워드마스터 수능 2000,Day 26,remove,제거하다
워드마스터 수능 2000,Day 26,invert,거꾸로 하다
워드마스터 수능 2000,Day 26,tension,"긴장, 불안, 긴장시키다"
워드마스터 수능 2000,Day 26,reign,"통치, 통치하다"
워드마스터 수능 2000,Day 26,crack,"갈라진 틈, 금 가다"
워드마스터 수능 2000,Day 26,startle,깜짝 놀라게 하다
워드마스터 수능 2000,Day 26,discourage,"낙담시키다, 단념시키다"
워드마스터 수능 2000,Day 26,compensate,보상하다
워드마스터 수능 2000,Day 27,convert,"전환하다, 바꾸다"
워드마스터 수능 2000,Day 27,strike,"치다, (머릿속에) 떠오르다"
워드마스터 수능 2000,Day 27,suppress,"억압하다, 참다"
워드마스터 수능 2000,Day 27,core,"핵심, 핵심의"
워드마스터 수능 2000,Day 27,contribute,공헌하다
워드마스터 수능 2000,Day 27,spear,창
워드마스터 수능 2000,Day 27,renowned,"유명한, 명성 있는"
워드마스터 수능 2000,Day 27,era,시대
워드마스터 수능 2000,Day 27,withdraw,"철수시키다, 철회하다, (돈을) 인출하다"
워드마스터 수능 2000,Day 27,immigrate,(타국에서) 이주하다
워드마스터 수능 2000,Day 27,dignity,존엄
워드마스터 수능 2000,Day 27,notify,"통지하다, 알리다"
워드마스터 수능 2000,Day 27,animate,"생기 있게 하다, 고무하다, 살아 있는"
워드마스터 수능 2000,Day 27,prevent,"막다, 예방하다"
워드마스터 수능 2000,Day 27,bilingual,2개 국어의
워드마스터 수능 2000,Day 27,mischief,"장난, 해악"
워드마스터 수능 2000,Day 27,discriminate,"구별하다, 차별하다"
워드마스터 수능 2000,Day 27,exemplify,"예시하다, ~의 좋은 예가 되다"
워드마스터 수능 2000,Day 27,adhere,"고수하다, 충실하다, 집착하다"
워드마스터 수능 2000,Day 27,judge,"판단하다, 재판관"
워드마스터 수능 2000,Day 27,peculiar,독특한
워드마스터 수능 2000,Day 27,sake,"위함, 목적"
워드마스터 수능 2000,Day 27,choke,"질식시키다, 숨이 막히다"
워드마스터 수능 2000,Day 27,folktale,"민간 설화, 전설"
워드마스터 수능 2000,Day 27,simultaneously,동시에
워드마스터 수능 2000,Day 27,range,"범위, 정렬시키다"
워드마스터 수능 2000,Day 27,groom,신랑
워드마스터 수능 2000,Day 27,supernatural,초자연적인
워드마스터 수능 2000,Day 27,tender,"부드러운, 입찰하다, 입찰"
워드마스터 수능 2000,Day 27,instinct,본능
워드마스터 수능 2000,Day 27,gigantic,거대한
워드마스터 수능 2000,Day 27,meditate,명상하다
워드마스터 수능 2000,Day 27,mow,(풀을) 베다
워드마스터 수능 2000,Day 27,evolve,"진화하다, 발전하다"
워드마스터 수능 2000,Day 27,chase,"쫓다, 추적하다"
워드마스터 수능 2000,Day 27,afflict,괴롭히다
워드마스터 수능 2000,Day 27,literate,읽고 쓸 수 있는
워드마스터 수능 2000,Day 27,coherent,"통일성 있는, 조리 있는"
워드마스터 수능 2000,Day 27,intolerable,참을 수 없는
워드마스터 수능 2000,Day 27,fountain,"분수, 근원"
워드마스터 수능 2000,Day 28,bold,"대담한, 선이 굵은"
워드마스터 수능 2000,Day 28,compliment,"칭찬, 칭찬하다"
워드마스터 수능 2000,Day 28,summit,"꼭대기, 정상"
워드마스터 수능 2000,Day 28,troop,"무리, 떼, 군대, 군사"
워드마스터 수능 2000,Day 28,alter,"바꾸다, 변경하다"
워드마스터 수능 2000,Day 28,conceive,"생각해 내다, ~을 마음에 그리다"
워드마스터 수능 2000,Day 28,durability,내구성
워드마스터 수능 2000,Day 28,destroy,파괴하다
워드마스터 수능 2000,Day 28,shallow,"얕은, 얇은, 피상적인, 천박한"
워드마스터 수능 2000,Day 28,face,"직면하다, 얼굴, 표면"
워드마스터 수능 2000,Day 28,promote,"증진하다, 승진시키다"
워드마스터 수능 2000,Day 28,weep,울다
워드마스터 수능 2000,Day 28,grasp,"붙잡다, 이해하다, 파악하다, 꽉 쥐기, 이해"
워드마스터 수능 2000,Day 28,overall,"전반적인, 전체의, 작업복"
워드마스터 수능 2000,Day 28,superstition,미신
워드마스터 수능 2000,Day 28,colony,"식민지, 공동체, 군생"
워드마스터 수능 2000,Day 28,absurd,"불합리한, 우스꽝스러운"
워드마스터 수능 2000,Day 28,dormitory,기숙사
워드마스터 수능 2000,Day 28,conduct,"수행하다, 실시하다, 행위, 안내"
워드마스터 수능 2000,Day 28,prone,~하는 경향이 있는
워드마스터 수능 2000,Day 28,conceal,숨기다
워드마스터 수능 2000,Day 28,retreat,"후퇴하다, 물러서다, 퇴각, 후퇴"
워드마스터 수능 2000,Day 28,compulsive,"강제적인, 강박의"
워드마스터 수능 2000,Day 28,clinic,"전문 병원, 개인 병원"
워드마스터 수능 2000,Day 28,banner,"깃발, 현수막"
워드마스터 수능 2000,Day 28,formulate,"만들어 내다, 공식화하다"
워드마스터 수능 2000,Day 28,vow,"맹세, 맹세하다"
워드마스터 수능 2000,Day 28,malnutrition,영양실조
워드마스터 수능 2000,Day 28,relate,"관련시키다, 관련이 있다"
워드마스터 수능 2000,Day 28,undergo,겪다
워드마스터 수능 2000,Day 28,boast,"자랑하다, 떠벌리다"
워드마스터 수능 2000,Day 28,neutral,"중립의, 공평한"
워드마스터 수능 2000,Day 28,stain,"얼룩, 얼룩지게 하다"
워드마스터 수능 2000,Day 28,incentive,"자극, 장려책, 동기, 격려하는, 자극하는"
워드마스터 수능 2000,Day 28,float,"뜨다, 떠다니다, 부유물"
워드마스터 수능 2000,Day 28,tendency,"경향, 추세"
워드마스터 수능 2000,Day 28,applause,박수 갈채
워드마스터 수능 2000,Day 28,wrestle,"싸우다, (일과) 씨름하다, 레슬링하다"
워드마스터 수능 2000,Day 28,sensation,"감각, 느낌, 대사건 (센세이션)"
워드마스터 수능 2000,Day 28,Confucian,"공자의, 유교의"
워드마스터 수능 2000,Day 29,draft,"원고, 초안, 초안을 그리다"
워드마스터 수능 2000,Day 29,crude,"가공하지 않은, 조잡한"
워드마스터 수능 2000,Day 29,supplement,"보충, 보충하다"
워드마스터 수능 2000,Day 29,velocity,속도
워드마스터 수능 2000,Day 29,tame,"길들이다, 길들여진"
워드마스터 수능 2000,Day 29,molecule,분자
워드마스터 수능 2000,Day 29,manage,"~을 잘 해내다, 다루다"
워드마스터 수능 2000,Day 29,dismay,"실망시키다, 낙담시키다, 걱정, 실망"
워드마스터 수능 2000,Day 29,diagnose,진단하다
워드마스터 수능 2000,Day 29,adapt,"적응하다, 적응시키다"
워드마스터 수능 2000,Day 29,reservoir,"저장소, 저수지"
워드마스터 수능 2000,Day 29,conform,"순응하다, 일치하다"
워드마스터 수능 2000,Day 29,spacious,"넓은, 훤히 트인"
워드마스터 수능 2000,Day 29,weave,"엮다, 짜다"
워드마스터 수능 2000,Day 29,boundary,"경계, 경계선"
워드마스터 수능 2000,Day 29,motive,동기 (행동의 원인)
워드마스터 수능 2000,Day 29,prominent,"현저한, 저명한"
워드마스터 수능 2000,Day 29,inferior,열등한
워드마스터 수능 2000,Day 29,rigid,"엄격한, 융통성이 없는"
워드마스터 수능 2000,Day 29,archaeology,고고학
워드마스터 수능 2000,Day 29,subtract,빼다
워드마스터 수능 2000,Day 29,impulse,"충동, 추진"
워드마스터 수능 2000,Day 29,utmost,"최대한의, 최대한도"
워드마스터 수능 2000,Day 29,proficient,숙달된
워드마스터 수능 2000,Day 29,accumulate,"모으다, 축적하다"
워드마스터 수능 2000,Day 29,embody,"구현하다, 구체화하다"
워드마스터 수능 2000,Day 29,equity,공평
워드마스터 수능 2000,Day 29,violate,"위반하다, 침해하다"
워드마스터 수능 2000,Day 29,ambitious,야심 있는
워드마스터 수능 2000,Day 29,intact,"온전한, 손상되지 않은"
워드마스터 수능 2000,Day 29,borrow,빌리다
워드마스터 수능 2000,Day 29,attend,"출석하다, 보살피다"
워드마스터 수능 2000,Day 29,trim,"다듬다, 잘라내다, 장식하다"
워드마스터 수능 2000,Day 29,navigate,"길을 찾다, 항해[비행]하다"
워드마스터 수능 2000,Day 29,tray,쟁반
워드마스터 수능 2000,Day 29,consist,(부분·요소로) 이루어지다
워드마스터 수능 2000,Day 29,ceremony,"의식, 식, 의례"
워드마스터 수능 2000,Day 29,attack,"공격하다, 공격"
워드마스터 수능 2000,Day 29,confine,"한정하다, 감금하다"
워드마스터 수능 2000,Day 29,dispatch,"급파하다, 발송하다, 급파, 발송"
워드마스터 수능 2000,Day 30,diameter,"지름, 직경"
워드마스터 수능 2000,Day 30,anecdote,"일화, 비화"
워드마스터 수능 2000,Day 30,propriety,"적절성, 예의바름"
워드마스터 수능 2000,Day 30,blame,"비난하다, ~의 탓으로 돌리다, 비난, 책망"
워드마스터 수능 2000,Day 30,earn,"(평판을) 얻다, 벌다"
워드마스터 수능 2000,Day 30,pledge,"약속, 맹세, 약속하다, 맹세하다"
워드마스터 수능 2000,Day 30,cost,"(비용이) 들다, 비용, 대가"
워드마스터 수능 2000,Day 30,geology,지질학
워드마스터 수능 2000,Day 30,detect,"발견하다, 감지하다"
워드마스터 수능 2000,Day 30,temperate,"(기후가) 온화한, 절제하는"
워드마스터 수능 2000,Day 30,soar,높이 치솟다
워드마스터 수능 2000,Day 30,mock,"조롱하다, 가짜의"
워드마스터 수능 2000,Day 30,disclose,"드러내다, 폭로하다"
워드마스터 수능 2000,Day 30,exhibit,"전시하다, 보여 주다, 전시, 전시품"
워드마스터 수능 2000,Day 30,symptom,증상
워드마스터 수능 2000,Day 30,invent,발명하다
워드마스터 수능 2000,Day 30,awkward,"어색한, 서투른"
워드마스터 수능 2000,Day 30,grind,"갈다, 빻다"
워드마스터 수능 2000,Day 30,expose,"드러내다, (비밀을) 폭로하다, 노출시키다"
워드마스터 수능 2000,Day 30,closet,벽장
워드마스터 수능 2000,Day 30,damp,"축축한, 습기"
워드마스터 수능 2000,Day 30,script,"손으로 쓰기, 대본"
워드마스터 수능 2000,Day 30,possibility,"가능성, 가망"
워드마스터 수능 2000,Day 30,discuss,토론하다
워드마스터 수능 2000,Day 30,sibling,"형제자매, 동기"
워드마스터 수능 2000,Day 30,lay,"(물건을) 놓다, (알을) 낳다"
워드마스터 수능 2000,Day 30,flourish,"번영하다, 번창하다"
워드마스터 수능 2000,Day 30,discharge,"배출, 내보냄, 방전, 배출하다, 내보내다, 해고하다"
워드마스터 수능 2000,Day 30,thorough,철저한
워드마스터 수능 2000,Day 30,undertake,"수행하다, (일을) 떠맡다, 착수하다"
워드마스터 수능 2000,Day 30,panel,"토론자단, 패널, 넓은 직사각형의 합판"
워드마스터 수능 2000,Day 30,linguistic,"언어의, 언어학의"
워드마스터 수능 2000,Day 30,remedy,"치료, 요법"
워드마스터 수능 2000,Day 30,feed,"먹이를 주다, 부양하다"
워드마스터 수능 2000,Day 30,sophomore,(대학·고등학교의) 2학년생
워드마스터 수능 2000,Day 30,remind,상기시키다
워드마스터 수능 2000,Day 30,sole,유일한
워드마스터 수능 2000,Day 30,pillar,기둥
워드마스터 수능 2000,Day 30,explode,폭발하다
워드마스터 수능 2000,Day 30,illusion,"환상, 착각"
워드마스터 수능 2000,Day 31,regret,"후회하다, 한탄하다, 유감, 후회"
워드마스터 수능 2000,Day 31,submit,"복종시키다, 복종하다, 제출하다"
워드마스터 수능 2000,Day 31,divine,"신(神)의, 신성한"
워드마스터 수능 2000,Day 31,revenue,"수입, 수익"
워드마스터 수능 2000,Day 31,corrupt,"부정한, 부패한, 타락시키다"
워드마스터 수능 2000,Day 31,separate,분리하다
워드마스터 수능 2000,Day 31,factual,실제의
워드마스터 수능 2000,Day 31,swamp,늪지
워드마스터 수능 2000,Day 31,expedition,탐험(대)
워드마스터 수능 2000,Day 31,abnormal,비정상적인
워드마스터 수능 2000,Day 31,storage,"저장, 저장고"
워드마스터 수능 2000,Day 31,revive,되살아나다
워드마스터 수능 2000,Day 31,consistent,"일관된, 모순이 없는"
워드마스터 수능 2000,Day 31,motion,"운동, 움직임, 몸짓, 몸짓으로 지시[신호]하다"
워드마스터 수능 2000,Day 31,patent,"특허, 특허권, ~의 특허를 얻다"
워드마스터 수능 2000,Day 31,virtue,미덕
워드마스터 수능 2000,Day 31,deadline,"마감 시간, 최종 기한"
워드마스터 수능 2000,Day 31,equator,적도
워드마스터 수능 2000,Day 31,cognitive,"인식의, 인지력 있는"
워드마스터 수능 2000,Day 31,hinder,방해하다
워드마스터 수능 2000,Day 31,humble,"겸손한, 비천한"
워드마스터 수능 2000,Day 31,bounce,"(공이) 튀다, 뛰어오르다"
워드마스터 수능 2000,Day 31,imprison,투옥하다
워드마스터 수능 2000,Day 31,enlist,"(군인을) 모집하다, 도움을 얻다"
워드마스터 수능 2000,Day 31,hygiene,"위생, 위생학"
워드마스터 수능 2000,Day 31,upcoming,다가오는
워드마스터 수능 2000,Day 31,trace,"흔적, 흔적을 쫓다"
워드마스터 수능 2000,Day 31,pulse,맥박
워드마스터 수능 2000,Day 31,locate,"(수동태로) ~에 위치하다, (위치를) 찾아내다"
워드마스터 수능 2000,Day 31,controversy,"논란, 논쟁"
워드마스터 수능 2000,Day 31,flattery,아첨
워드마스터 수능 2000,Day 31,regard,"~으로 여기다, 관계, 고려"
워드마스터 수능 2000,Day 31,convenience,"편의, 편리"
워드마스터 수능 2000,Day 31,carbon,탄소
워드마스터 수능 2000,Day 31,rush,"돌진하다, 갑자기 일어나다"
워드마스터 수능 2000,Day 31,contaminate,오염시키다
